order_id,date,region,category,channel,quantity,unit_price,discount,revenue,month,month_num,quarter,profit_margin,profit
ORD-00477,2023-02-08,West,Electronics,In-Store,13,661.57,0.15,7310.35,Feb,2,Q1,0.108,789.52
ORD-00478,2023-04-10,South,Furniture,Online,3,100.31,0.0,300.93,Apr,4,Q2,0.314,94.49
ORD-00479,2023-10-16,South,Electronics,Online,6,411.26,0.05,2344.18,Oct,10,Q4,0.356,834.53
ORD-00480,2023-09-11,North,Electronics,Online,8,578.28,0.1,4163.62,Sep,9,Q3,0.448,1865.3
ORD-00481,2023-08-10,North,Food & Beverage,Online,9,20.38,0.1,165.08,Aug,8,Q3,0.338,55.8
ORD-00482,2023-12-23,West,Sports,In-Store,1,80.46,0.0,80.46,Dec,12,Q4,0.181,14.56
ORD-00483,2023-01-23,South,Electronics,Wholesale,3,914.41,0.0,2743.23,Jan,1,Q1,0.138,378.57
ORD-00484,2023-09-07,West,Clothing,Wholesale,3,166.37,0.1,449.2,Sep,9,Q3,0.324,145.54
ORD-00485,2023-01-10,West,Food & Beverage,In-Store,11,19.16,0.0,210.76,Jan,1,Q1,0.283,59.65
ORD-00486,2023-09-03,North,Electronics,Online,8,963.14,0.0,7705.12,Sep,9,Q3,0.415,3197.62
ORD-00487,2023-11-21,East,Furniture,In-Store,1,396.15,0.0,396.15,Nov,11,Q4,0.354,140.24
ORD-00488,2023-04-10,West,Food & Beverage,Online,5,32.87,0.0,164.35,Apr,4,Q2,0.278,45.69
ORD-00489,2023-10-17,East,Food & Beverage,Online,3,52.08,0.15,132.8,Oct,10,Q4,0.241,32.0
ORD-00490,2023-06-29,East,Electronics,Online,2,937.45,0.0,1874.9,Jun,6,Q2,0.242,453.73
ORD-00491,2023-08-11,South,Clothing,In-Store,8,164.92,0.05,1253.39,Aug,8,Q3,0.179,224.36
ORD-00492,2023-09-07,South,Food & Beverage,Wholesale,3,12.53,0.0,37.59,Sep,9,Q3,0.106,3.98
ORD-00493,2023-05-27,West,Furniture,In-Store,7,137.17,0.0,960.19,May,5,Q2,0.301,289.02
ORD-00494,2023-04-06,North,Electronics,In-Store,12,1088.07,0.0,13056.84,Apr,4,Q2,0.174,2271.89
ORD-00495,2023-09-14,North,Food & Beverage,Online,11,26.33,0.0,289.63,Sep,9,Q3,0.173,50.11
ORD-00496,2023-11-21,West,Electronics,In-Store,1,452.27,0.0,452.27,Nov,11,Q4,0.144,65.13
ORD-00497,2023-01-04,West,Food & Beverage,In-Store,6,44.86,0.05,255.7,Jan,1,Q1,0.166,42.45
ORD-00498,2023-01-16,North,Electronics,Online,3,1028.24,0.0,3084.72,Jan,1,Q1,0.111,342.4
ORD-00499,2023-10-07,East,Sports,Online,8,349.12,0.0,2792.96,Oct,10,Q4,0.336,938.43
ORD-00500,2023-12-02,West,Clothing,Wholesale,6,76.88,0.0,461.28,Dec,12,Q4,0.24,110.71
ORD-00501,2023-09-04,East,Clothing,In-Store,12,173.4,0.0,2080.8,Sep,9,Q3,0.297,618.0
ORD-00502,2023-09-15,West,Electronics,Wholesale,2,192.98,0.15,328.07,Sep,9,Q3,0.323,105.97
ORD-00503,2023-06-09,West,Clothing,In-Store,6,28.94,0.05,164.96,Jun,6,Q2,0.44,72.58
ORD-00504,2023-12-06,East,Sports,Wholesale,7,260.7,0.0,1824.9,Dec,12,Q4,0.124,226.29
ORD-00505,2023-06-01,East,Sports,Online,5,53.35,0.0,266.75,Jun,6,Q2,0.246,65.62
ORD-00506,2023-06-27,North,Clothing,Online,3,78.43,0.2,188.23,Jun,6,Q2,0.186,35.01
ORD-00507,2023-06-12,West,Clothing,Online,4,141.1,0.0,564.4,Jun,6,Q2,0.267,150.69
ORD-00508,2023-02-02,South,Food & Beverage,Online,4,23.55,0.1,84.78,Feb,2,Q1,0.422,35.78
ORD-00509,2023-06-28,South,Sports,In-Store,6,96.45,0.0,578.7,Jun,6,Q2,0.353,204.28
ORD-00510,2023-04-11,West,Furniture,In-Store,10,310.71,0.15,2641.04,Apr,4,Q2,0.332,876.83
ORD-00511,2023-09-25,West,Clothing,In-Store,1,102.36,0.15,87.01,Sep,9,Q3,0.254,22.1
ORD-00512,2023-11-19,West,Clothing,Online,11,105.57,0.05,1103.21,Nov,11,Q4,0.335,369.58
ORD-00513,2023-03-06,East,Food & Beverage,Wholesale,4,48.07,0.0,192.28,Mar,3,Q1,0.111,21.34
ORD-00514,2023-06-17,South,Electronics,Online,10,937.66,0.0,9376.6,Jun,6,Q2,0.305,2859.86
ORD-00515,2023-11-26,South,Food & Beverage,Online,13,30.12,0.0,391.56,Nov,11,Q4,0.294,115.12
ORD-00516,2023-02-12,South,Clothing,In-Store,4,172.22,0.0,688.88,Feb,2,Q1,0.221,152.24
ORD-00517,2023-02-13,West,Food & Beverage,In-Store,10,11.28,0.0,112.8,Feb,2,Q1,0.171,19.29
ORD-00518,2023-10-12,East,Electronics,Online,1,418.12,0.0,418.12,Oct,10,Q4,0.383,160.14
ORD-00519,2023-01-12,West,Furniture,Online,9,758.94,0.05,6488.94,Jan,1,Q1,0.119,772.18
ORD-00520,2023-04-05,North,Furniture,In-Store,4,389.96,0.05,1481.85,Apr,4,Q2,0.124,183.75
ORD-00521,2023-10-29,North,Food & Beverage,Online,7,58.96,0.0,412.72,Oct,10,Q4,0.254,104.83
ORD-00522,2023-09-10,South,Electronics,Online,12,639.57,0.0,7674.84,Sep,9,Q3,0.188,1442.87
ORD-00523,2023-08-30,West,Furniture,In-Store,14,729.39,0.2,8169.17,Aug,8,Q3,0.361,2949.07
ORD-00524,2023-02-04,North,Furniture,Online,3,409.89,0.0,1229.67,Feb,2,Q1,0.322,395.95
ORD-00525,2023-08-03,North,Furniture,Online,10,428.46,0.1,3856.14,Aug,8,Q3,0.37,1426.77
ORD-00526,2023-12-03,West,Food & Beverage,Online,12,26.06,0.0,312.72,Dec,12,Q4,0.214,66.92
ORD-00527,2023-03-31,East,Food & Beverage,Wholesale,3,44.55,0.0,133.65,Mar,3,Q1,0.359,47.98
ORD-00528,2023-09-21,West,Food & Beverage,Wholesale,14,35.11,0.0,491.54,Sep,9,Q3,0.402,197.6
ORD-00529,2023-04-03,West,Clothing,Online,8,189.88,0.0,1519.04,Apr,4,Q2,0.221,335.71
ORD-00530,2023-03-31,East,Food & Beverage,Online,8,18.8,0.1,135.36,Mar,3,Q1,0.219,29.64
ORD-00531,2023-04-25,South,Furniture,Online,11,162.46,0.05,1697.71,Apr,4,Q2,0.415,704.55
ORD-00532,2023-04-15,South,Electronics,Online,12,562.92,0.0,6755.04,Apr,4,Q2,0.117,790.34
ORD-00533,2023-07-15,South,Electronics,In-Store,1,797.55,0.2,638.04,Jul,7,Q3,0.223,142.28
ORD-00534,2023-11-10,East,Clothing,In-Store,10,174.94,0.0,1749.4,Nov,11,Q4,0.142,248.41
ORD-00535,2023-04-24,North,Food & Beverage,Online,2,24.04,0.2,38.46,Apr,4,Q2,0.11,4.23
ORD-00536,2023-03-16,East,Food & Beverage,Online,8,40.96,0.2,262.14,Mar,3,Q1,0.14,36.7
ORD-00537,2023-08-05,West,Food & Beverage,Online,1,24.26,0.0,24.26,Aug,8,Q3,0.251,6.09
ORD-00538,2023-10-04,East,Furniture,Online,12,586.12,0.0,7033.44,Oct,10,Q4,0.34,2391.37
ORD-00539,2023-09-06,North,Clothing,Online,8,179.27,0.0,1434.16,Sep,9,Q3,0.201,288.27
ORD-00540,2023-06-13,North,Electronics,In-Store,8,392.93,0.05,2986.27,Jun,6,Q2,0.397,1185.55
ORD-00541,2023-12-23,West,Clothing,In-Store,2,92.76,0.05,176.24,Dec,12,Q4,0.253,44.59
ORD-00542,2023-07-11,South,Clothing,In-Store,4,198.79,0.2,636.13,Jul,7,Q3,0.439,279.26
ORD-00543,2023-08-15,North,Electronics,Online,6,1061.98,0.1,5734.69,Aug,8,Q3,0.434,2488.86
ORD-00544,2023-06-26,North,Electronics,In-Store,12,742.87,0.0,8914.44,Jun,6,Q2,0.371,3307.26
ORD-00545,2023-04-09,North,Furniture,Online,11,503.63,0.0,5539.93,Apr,4,Q2,0.426,2360.01
ORD-00546,2023-02-05,West,Food & Beverage,Online,9,20.65,0.05,176.56,Feb,2,Q1,0.347,61.27
ORD-00547,2023-04-06,North,Sports,In-Store,8,221.37,0.0,1770.96,Apr,4,Q2,0.413,731.41
ORD-00548,2023-06-01,South,Sports,Online,12,343.83,0.1,3713.36,Jun,6,Q2,0.183,679.54
ORD-00549,2023-05-31,West,Food & Beverage,In-Store,8,42.68,0.0,341.44,May,5,Q2,0.221,75.46
ORD-00550,2023-07-09,South,Clothing,In-Store,7,72.21,0.0,505.47,Jul,7,Q3,0.364,183.99
ORD-00551,2023-08-12,North,Food & Beverage,Wholesale,14,16.08,0.0,225.12,Aug,8,Q3,0.249,56.05
ORD-00552,2023-02-06,North,Food & Beverage,Wholesale,13,19.59,0.1,229.2,Feb,2,Q1,0.393,90.08
ORD-00553,2023-09-25,South,Electronics,Online,9,328.25,0.0,2954.25,Sep,9,Q3,0.407,1202.38
ORD-00554,2023-07-02,West,Clothing,Wholesale,2,37.22,0.1,67.0,Jul,7,Q3,0.205,13.74
ORD-00555,2023-01-13,West,Food & Beverage,In-Store,3,28.05,0.0,84.15,Jan,1,Q1,0.388,32.65
ORD-00556,2023-10-06,South,Clothing,In-Store,10,40.39,0.1,363.51,Oct,10,Q4,0.154,55.98
ORD-00557,2023-08-05,North,Furniture,Online,8,220.97,0.05,1679.37,Aug,8,Q3,0.217,364.42
ORD-00558,2023-12-21,East,Furniture,Wholesale,14,528.81,0.0,7403.34,Dec,12,Q4,0.281,2080.34
ORD-00559,2023-12-27,South,Electronics,Online,6,322.83,0.1,1743.28,Dec,12,Q4,0.179,312.05
ORD-00560,2023-10-13,South,Clothing,In-Store,10,31.5,0.0,315.0,Oct,10,Q4,0.303,95.44
ORD-00561,2023-09-30,South,Clothing,Online,9,77.13,0.0,694.17,Sep,9,Q3,0.303,210.33
ORD-00562,2023-03-03,North,Electronics,In-Store,10,381.34,0.0,3813.4,Mar,3,Q1,0.172,655.9
ORD-00563,2023-03-25,West,Electronics,Online,4,691.07,0.1,2487.85,Mar,3,Q1,0.378,940.41
ORD-00564,2023-08-05,North,Food & Beverage,Online,8,10.63,0.15,72.28,Aug,8,Q3,0.321,23.2
ORD-00565,2023-12-08,South,Clothing,Online,10,155.32,0.05,1475.54,Dec,12,Q4,0.211,311.34
ORD-00566,2023-07-06,North,Furniture,Online,3,823.11,0.05,2345.86,Jul,7,Q3,0.181,424.6
ORD-00567,2023-01-19,North,Clothing,Online,3,153.82,0.1,415.31,Jan,1,Q1,0.408,169.45
ORD-00568,2023-06-26,South,Sports,Online,8,227.15,0.0,1817.2,Jun,6,Q2,0.393,714.16
ORD-00569,2023-04-10,North,Clothing,In-Store,5,174.92,0.15,743.41,Apr,4,Q2,0.18,133.81
ORD-00570,2023-08-21,East,Clothing,In-Store,3,145.09,0.0,435.27,Aug,8,Q3,0.112,48.75
ORD-00571,2023-03-17,North,Sports,In-Store,10,33.9,0.2,271.2,Mar,3,Q1,0.382,103.6
ORD-00572,2023-09-22,North,Food & Beverage,Online,11,26.67,0.1,264.03,Sep,9,Q3,0.315,83.17
ORD-00573,2023-10-11,West,Electronics,Online,1,1043.5,0.1,939.15,Oct,10,Q4,0.135,126.79
ORD-00574,2023-07-25,West,Food & Beverage,Online,3,24.02,0.05,68.46,Jul,7,Q3,0.306,20.95
ORD-00575,2023-08-11,South,Furniture,Wholesale,12,108.88,0.0,1306.56,Aug,8,Q3,0.258,337.09
ORD-00576,2023-02-21,South,Furniture,Wholesale,9,691.87,0.05,5915.49,Feb,2,Q1,0.371,2194.65
ORD-00577,2023-12-05,West,Electronics,Online,5,992.14,0.0,4960.7,Dec,12,Q4,0.173,858.2
ORD-00578,2023-05-24,East,Electronics,Online,12,318.62,0.05,3632.27,May,5,Q2,0.259,940.76
ORD-00579,2023-03-10,North,Food & Beverage,Wholesale,10,34.55,0.05,328.22,Mar,3,Q1,0.155,50.87
ORD-00580,2023-04-09,East,Furniture,Wholesale,2,237.4,0.15,403.58,Apr,4,Q2,0.435,175.56
ORD-00581,2023-01-25,East,Clothing,Wholesale,7,149.46,0.05,993.91,Jan,1,Q1,0.373,370.73
ORD-00582,2023-02-22,West,Food & Beverage,In-Store,2,19.94,0.0,39.88,Feb,2,Q1,0.358,14.28
ORD-00583,2023-05-31,South,Food & Beverage,Online,4,22.39,0.0,89.56,May,5,Q2,0.342,30.63
ORD-00584,2023-05-24,North,Electronics,Online,12,1037.22,0.05,11824.31,May,5,Q2,0.248,2932.43
ORD-00585,2023-02-26,South,Food & Beverage,Online,7,31.2,0.0,218.4,Feb,2,Q1,0.423,92.38
ORD-00586,2023-02-08,East,Electronics,Online,4,853.24,0.0,3412.96,Feb,2,Q1,0.126,430.03
ORD-00587,2023-04-19,East,Food & Beverage,Online,7,27.13,0.1,170.92,Apr,4,Q2,0.381,65.12
ORD-00588,2023-06-30,South,Food & Beverage,In-Store,7,21.39,0.05,142.24,Jun,6,Q2,0.175,24.89
ORD-00589,2023-02-11,South,Sports,Online,1,261.43,0.05,248.36,Feb,2,Q1,0.213,52.9
ORD-00590,2023-07-05,West,Electronics,Online,6,312.6,0.0,1875.6,Jul,7,Q3,0.282,528.92
ORD-00591,2023-08-11,South,Electronics,Online,9,541.65,0.1,4387.36,Aug,8,Q3,0.374,1640.87
ORD-00592,2023-05-02,South,Clothing,Online,2,57.63,0.0,115.26,May,5,Q2,0.393,45.3
ORD-00593,2023-05-13,West,Clothing,Online,14,145.24,0.1,1830.02,May,5,Q2,0.304,556.33
ORD-00594,2023-06-12,South,Electronics,In-Store,3,1141.42,0.0,3424.26,Jun,6,Q2,0.241,825.25
ORD-00595,2023-08-03,East,Sports,In-Store,10,398.34,0.15,3385.89,Aug,8,Q3,0.431,1459.32
ORD-00596,2023-08-09,South,Electronics,Online,5,622.79,0.0,3113.95,Aug,8,Q3,0.186,579.19
ORD-00597,2023-08-23,North,Clothing,In-Store,9,65.46,0.0,589.14,Aug,8,Q3,0.381,224.46
ORD-00598,2023-11-27,East,Food & Beverage,Online,4,29.36,0.05,111.57,Nov,11,Q4,0.314,35.03
ORD-00599,2023-05-26,West,Clothing,In-Store,1,172.51,0.05,163.88,May,5,Q2,0.232,38.02
ORD-00600,2023-08-27,East,Food & Beverage,Online,4,16.33,0.0,65.32,Aug,8,Q3,0.1,6.53
ORD-00601,2023-03-17,West,Electronics,Online,6,1149.7,0.1,6208.38,Mar,3,Q1,0.256,1589.35
ORD-00602,2023-01-09,North,Furniture,Wholesale,5,360.33,0.0,1801.65,Jan,1,Q1,0.197,354.93
ORD-00603,2023-03-15,North,Electronics,Online,14,1185.09,0.15,14102.57,Mar,3,Q1,0.137,1932.05
ORD-00604,2023-09-10,East,Electronics,Online,13,1030.54,0.1,12057.32,Sep,9,Q3,0.126,1519.22
ORD-00605,2023-08-18,South,Sports,Online,1,329.17,0.0,329.17,Aug,8,Q3,0.222,73.08
ORD-00606,2023-01-07,East,Electronics,Online,4,483.8,0.1,1741.68,Jan,1,Q1,0.315,548.63
ORD-00607,2023-06-23,East,Furniture,Online,6,87.2,0.0,523.2,Jun,6,Q2,0.393,205.62
ORD-00608,2023-05-21,North,Clothing,Wholesale,13,88.78,0.0,1154.14,May,5,Q2,0.164,189.28
ORD-00609,2023-06-17,West,Clothing,In-Store,10,74.33,0.2,594.64,Jun,6,Q2,0.249,148.07
ORD-00610,2023-06-19,East,Sports,In-Store,10,43.84,0.05,416.48,Jun,6,Q2,0.237,98.71
ORD-00611,2023-10-10,South,Electronics,Online,14,680.63,0.0,9528.82,Oct,10,Q4,0.28,2668.07
ORD-00612,2023-05-02,North,Food & Beverage,Online,4,27.17,0.0,108.68,May,5,Q2,0.383,41.62
ORD-00613,2023-07-13,East,Sports,Online,14,264.79,0.0,3707.06,Jul,7,Q3,0.294,1089.88
ORD-00614,2023-01-05,East,Furniture,Online,9,589.37,0.2,4243.46,Jan,1,Q1,0.396,1680.41
ORD-00615,2023-01-29,South,Sports,In-Store,5,74.68,0.0,373.4,Jan,1,Q1,0.281,104.93
ORD-00616,2023-06-14,East,Electronics,Online,8,1175.81,0.0,9406.48,Jun,6,Q2,0.311,2925.42
ORD-00617,2023-12-05,East,Clothing,Wholesale,9,53.65,0.0,482.85,Dec,12,Q4,0.253,122.16
ORD-00618,2023-05-16,East,Clothing,Online,10,100.15,0.0,1001.5,May,5,Q2,0.388,388.58
ORD-00619,2023-12-31,East,Food & Beverage,Online,5,31.85,0.0,159.25,Dec,12,Q4,0.423,67.36
ORD-00620,2023-11-17,South,Sports,Online,6,330.83,0.0,1984.98,Nov,11,Q4,0.324,643.13
ORD-00621,2023-12-08,East,Clothing,Online,1,37.86,0.0,37.86,Dec,12,Q4,0.387,14.65
ORD-00622,2023-05-25,East,Food & Beverage,Online,11,28.58,0.0,314.38,May,5,Q2,0.121,38.04
ORD-00623,2023-11-23,East,Electronics,Online,12,809.93,0.15,8261.29,Nov,11,Q4,0.417,3444.96
ORD-00624,2023-08-05,North,Furniture,Online,7,256.43,0.0,1795.01,Aug,8,Q3,0.166,297.97
ORD-00625,2023-10-28,South,Furniture,In-Store,4,594.52,0.1,2140.27,Oct,10,Q4,0.19,406.65
ORD-00626,2023-05-12,North,Sports,In-Store,11,371.76,0.1,3680.42,May,5,Q2,0.119,437.97
ORD-00627,2023-10-19,North,Food & Beverage,Online,2,59.86,0.1,107.75,Oct,10,Q4,0.438,47.19
ORD-00628,2023-03-11,South,Clothing,Online,5,25.84,0.15,109.82,Mar,3,Q1,0.398,43.71
ORD-00629,2023-09-09,North,Electronics,In-Store,12,397.37,0.0,4768.44,Sep,9,Q3,0.42,2002.74
ORD-00630,2023-10-02,North,Electronics,Wholesale,3,475.82,0.0,1427.46,Oct,10,Q4,0.397,566.7
ORD-00631,2023-12-30,North,Electronics,In-Store,6,569.08,0.0,3414.48,Dec,12,Q4,0.268,915.08
ORD-00632,2023-07-01,South,Clothing,Online,8,63.61,0.0,508.88,Jul,7,Q3,0.423,215.26
ORD-00633,2023-06-16,East,Sports,In-Store,7,105.29,0.1,663.33,Jun,6,Q2,0.439,291.2
ORD-00634,2023-04-01,West,Furniture,In-Store,3,862.73,0.05,2458.78,Apr,4,Q2,0.276,678.62
ORD-00635,2023-07-21,West,Furniture,Online,8,833.19,0.15,5665.69,Jul,7,Q3,0.161,912.18
ORD-00636,2023-12-12,South,Electronics,Wholesale,2,199.34,0.0,398.68,Dec,12,Q4,0.331,131.96
ORD-00637,2023-01-19,West,Sports,Online,10,155.36,0.15,1320.56,Jan,1,Q1,0.441,582.37
ORD-00638,2023-02-08,South,Food & Beverage,Wholesale,9,27.28,0.0,245.52,Feb,2,Q1,0.405,99.44
ORD-00639,2023-05-06,South,Electronics,In-Store,4,400.97,0.0,1603.88,May,5,Q2,0.402,644.76
ORD-00640,2023-06-22,West,Food & Beverage,In-Store,1,39.59,0.0,39.59,Jun,6,Q2,0.427,16.9
ORD-00641,2023-05-21,North,Furniture,In-Store,8,605.11,0.1,4356.79,May,5,Q2,0.413,1799.35
ORD-00642,2023-08-30,East,Electronics,Online,7,1043.03,0.0,7301.21,Aug,8,Q3,0.372,2716.05
ORD-00643,2023-08-08,West,Furniture,In-Store,11,687.51,0.15,6428.22,Aug,8,Q3,0.351,2256.31
ORD-00644,2023-05-06,West,Furniture,Wholesale,13,524.91,0.15,5800.26,May,5,Q2,0.193,1119.45
ORD-00645,2023-02-27,West,Electronics,In-Store,5,836.27,0.15,3554.15,Feb,2,Q1,0.317,1126.67
ORD-00646,2023-05-28,West,Sports,Wholesale,10,131.38,0.0,1313.8,May,5,Q2,0.283,371.81
ORD-00647,2023-11-13,South,Food & Beverage,Wholesale,13,37.62,0.15,415.7,Nov,11,Q4,0.402,167.11
ORD-00648,2023-12-27,South,Food & Beverage,Wholesale,5,31.91,0.1,143.6,Dec,12,Q4,0.272,39.06
ORD-00649,2023-01-01,East,Furniture,In-Store,7,189.34,0.0,1325.38,Jan,1,Q1,0.145,192.18
ORD-00650,2023-12-14,East,Clothing,In-Store,5,63.66,0.0,318.3,Dec,12,Q4,0.102,32.47
ORD-00651,2023-07-09,West,Food & Beverage,Online,8,21.04,0.0,168.32,Jul,7,Q3,0.337,56.72
ORD-00652,2023-07-10,West,Furniture,In-Store,11,837.93,0.0,9217.23,Jul,7,Q3,0.292,2691.43
ORD-00653,2023-11-08,West,Electronics,Online,13,391.91,0.05,4840.09,Nov,11,Q4,0.216,1045.46
ORD-00654,2023-04-27,East,Furniture,Online,6,317.18,0.2,1522.46,Apr,4,Q2,0.159,242.07
ORD-00655,2023-05-14,West,Food & Beverage,Online,13,25.31,0.0,329.03,May,5,Q2,0.263,86.53
ORD-00656,2023-02-27,North,Furniture,Wholesale,5,624.27,0.05,2965.28,Feb,2,Q1,0.135,400.31
ORD-00657,2023-02-13,East,Electronics,Wholesale,9,274.15,0.2,1973.88,Feb,2,Q1,0.218,430.31
ORD-00658,2023-06-22,North,Food & Beverage,In-Store,11,57.47,0.0,632.17,Jun,6,Q2,0.233,147.3
ORD-00659,2023-06-09,West,Electronics,Online,2,1058.85,0.15,1800.04,Jun,6,Q2,0.263,473.41
ORD-00660,2023-06-22,South,Clothing,In-Store,1,123.9,0.05,117.7,Jun,6,Q2,0.263,30.96
ORD-00661,2023-11-13,North,Electronics,In-Store,8,857.74,0.05,6518.82,Nov,11,Q4,0.19,1238.58
ORD-00662,2023-10-30,East,Clothing,Online,12,23.0,0.0,276.0,Oct,10,Q4,0.398,109.85
ORD-00663,2023-05-29,North,Food & Beverage,Online,3,23.64,0.05,67.37,May,5,Q2,0.224,15.09
ORD-00664,2023-03-21,East,Furniture,Online,14,732.44,0.0,10254.16,Mar,3,Q1,0.18,1845.75
ORD-00665,2023-08-01,West,Electronics,In-Store,11,231.36,0.1,2290.46,Aug,8,Q3,0.162,371.05
ORD-00666,2023-07-22,North,Sports,In-Store,12,134.46,0.0,1613.52,Jul,7,Q3,0.213,343.68
ORD-00667,2023-09-09,South,Sports,Online,12,246.56,0.15,2514.91,Sep,9,Q3,0.124,311.85
ORD-00668,2023-08-17,North,Sports,Wholesale,12,124.87,0.0,1498.44,Aug,8,Q3,0.112,167.83
ORD-00669,2023-06-13,South,Electronics,Online,7,1130.68,0.0,7914.76,Jun,6,Q2,0.312,2469.41
ORD-00670,2023-08-15,East,Furniture,Online,10,187.47,0.05,1780.96,Aug,8,Q3,0.317,564.56
ORD-00671,2023-05-27,West,Sports,Online,13,325.04,0.0,4225.52,May,5,Q2,0.285,1204.27
ORD-00672,2023-01-20,West,Food & Beverage,Online,11,32.94,0.1,326.11,Jan,1,Q1,0.367,119.68
ORD-00673,2023-02-16,South,Electronics,Online,8,937.85,0.2,6002.24,Feb,2,Q1,0.114,684.26
ORD-00674,2023-08-21,East,Electronics,Online,13,476.25,0.1,5572.12,Aug,8,Q3,0.428,2384.87
ORD-00675,2023-11-01,West,Furniture,In-Store,13,501.88,0.0,6524.44,Nov,11,Q4,0.133,867.75
ORD-00676,2023-01-14,East,Sports,Online,6,347.03,0.05,1978.07,Jan,1,Q1,0.336,664.63
ORD-00677,2023-05-23,South,Furniture,In-Store,12,462.84,0.05,5276.38,May,5,Q2,0.147,775.63
ORD-00678,2023-01-01,South,Furniture,In-Store,10,374.97,0.1,3374.73,Jan,1,Q1,0.408,1376.89
ORD-00679,2023-02-23,North,Electronics,Online,14,712.96,0.0,9981.44,Feb,2,Q1,0.279,2784.82
ORD-00680,2023-09-16,West,Food & Beverage,In-Store,9,44.45,0.0,400.05,Sep,9,Q3,0.129,51.61
ORD-00681,2023-05-24,West,Food & Beverage,Online,7,29.4,0.05,195.51,May,5,Q2,0.316,61.78
ORD-00682,2023-01-12,North,Clothing,In-Store,10,189.0,0.0,1890.0,Jan,1,Q1,0.103,194.67
ORD-00683,2023-11-26,South,Food & Beverage,Wholesale,5,21.22,0.0,106.1,Nov,11,Q4,0.372,39.47
ORD-00684,2023-08-12,South,Sports,Online,8,205.92,0.0,1647.36,Aug,8,Q3,0.328,540.33
ORD-00685,2023-09-29,South,Electronics,Wholesale,2,944.77,0.1,1700.59,Sep,9,Q3,0.174,295.9
ORD-00686,2023-12-24,South,Furniture,In-Store,7,645.08,0.15,3838.23,Dec,12,Q4,0.231,886.63
ORD-00687,2023-06-05,East,Clothing,Wholesale,4,175.46,0.05,666.75,Jun,6,Q2,0.103,68.68
ORD-00688,2023-01-08,West,Food & Beverage,In-Store,9,59.82,0.0,538.38,Jan,1,Q1,0.343,184.66
ORD-00689,2023-05-02,West,Furniture,Online,12,430.02,0.0,5160.24,May,5,Q2,0.213,1099.13
ORD-00690,2023-12-14,South,Food & Beverage,Wholesale,1,11.11,0.2,8.89,Dec,12,Q4,0.3,2.67
ORD-00691,2023-06-13,South,Food & Beverage,Online,7,6.67,0.2,37.35,Jun,6,Q2,0.435,16.25
ORD-00692,2023-03-31,South,Clothing,Online,6,150.84,0.15,769.28,Mar,3,Q1,0.205,157.7
ORD-00693,2023-05-16,West,Sports,Online,8,353.39,0.1,2544.41,May,5,Q2,0.447,1137.35
ORD-00694,2023-07-05,West,Furniture,Online,5,260.98,0.0,1304.9,Jul,7,Q3,0.321,418.87
ORD-00695,2023-11-12,South,Electronics,In-Store,1,316.37,0.1,284.73,Nov,11,Q4,0.185,52.68
ORD-00696,2023-06-27,East,Food & Beverage,In-Store,1,8.42,0.0,8.42,Jun,6,Q2,0.253,2.13
ORD-00697,2023-01-28,North,Food & Beverage,Wholesale,9,50.25,0.0,452.25,Jan,1,Q1,0.359,162.36
ORD-00698,2023-08-08,North,Clothing,Online,10,76.05,0.1,684.45,Aug,8,Q3,0.256,175.22
ORD-00699,2023-12-23,North,Sports,Wholesale,6,178.63,0.0,1071.78,Dec,12,Q4,0.124,132.9
ORD-00700,2023-02-10,West,Sports,Wholesale,10,216.02,0.0,2160.2,Feb,2,Q1,0.159,343.47
ORD-00701,2023-08-16,West,Clothing,Online,5,171.1,0.0,855.5,Aug,8,Q3,0.377,322.52
ORD-00702,2023-07-11,North,Sports,Online,1,270.81,0.0,270.81,Jul,7,Q3,0.327,88.55
ORD-00703,2023-05-25,North,Electronics,In-Store,6,795.82,0.15,4058.68,May,5,Q2,0.299,1213.55
ORD-00704,2023-07-20,East,Electronics,In-Store,6,334.46,0.0,2006.76,Jul,7,Q3,0.159,319.07
ORD-00705,2023-07-31,West,Electronics,In-Store,3,688.85,0.0,2066.55,Jul,7,Q3,0.393,812.15
ORD-00706,2023-08-08,West,Sports,In-Store,13,294.69,0.0,3830.97,Aug,8,Q3,0.436,1670.3
ORD-00707,2023-08-28,North,Food & Beverage,Online,8,58.53,0.0,468.24,Aug,8,Q3,0.114,53.38
ORD-00708,2023-02-15,East,Electronics,Online,14,361.48,0.0,5060.72,Feb,2,Q1,0.127,642.71
ORD-00709,2023-02-04,East,Clothing,In-Store,1,21.72,0.05,20.63,Feb,2,Q1,0.41,8.46
ORD-00710,2023-09-10,North,Food & Beverage,Online,1,9.14,0.0,9.14,Sep,9,Q3,0.385,3.52
ORD-00711,2023-03-23,North,Electronics,In-Store,6,544.65,0.1,2941.11,Mar,3,Q1,0.316,929.39
ORD-00712,2023-09-13,West,Sports,In-Store,10,333.6,0.2,2668.8,Sep,9,Q3,0.431,1150.25
ORD-00713,2023-07-16,North,Food & Beverage,In-Store,13,5.39,0.05,66.57,Jul,7,Q3,0.326,21.7
ORD-00714,2023-10-30,South,Furniture,Wholesale,1,454.52,0.0,454.52,Oct,10,Q4,0.176,80.0
ORD-00715,2023-01-10,East,Sports,Online,6,151.82,0.0,910.92,Jan,1,Q1,0.355,323.38
